ISBN	Title	Annotation	AR_Level	AR_Points	Author	Binding	Grade_Level	Illustrator	Interest_Level_Minimum	Interest_Level_Maximum	Lexile_0-1200	List_Price	Fiction_Nonfiction_F_NF	Page_Count	Publication_Date	Publisher	Reading_Level	Reading_Recovery_Level	Spanish_Y_N	Teachers_College	Word_Count	Guided_Reading_Level	Location	Genre	Condition	Unique_ID
9789849113843	Raajaa Khaay Baeng Vaajaa				Upendrokishor Ray Chowdhury	          						5.0000	F	16		Paathshaalaa	6		N				 - None - 	 - None - 	New	603024
	Dui Paakhi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208393
9789848494165	Motuk Berhaal Level-4 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218028
9789849212843	Voot Ki Odvoot				Tushar Abdullah	          						5.0000	F	8		IKRIMKRI BOOK STUDIO	4		N				 - None - 	 - None - 	New	403031
9789849212874	Thik Dukkur Bela				Dhruba Esh	          						10.0000	F	16		IKRIMKRI BOOK STUDIO	4		N				 - None - 	 - None - 	New	403034
9789843396617	Jokhon Aami Ghuri O Urhi				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118023
9789843396617	Jokhon Aami Ghuri O Urhi				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118021
9789843396617	Jokhon Aami Ghuri O Urhi				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118022
	Shaantir Ghor				Translation	          						10.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	308325
9789843411013	Aamaar Prio Poribaar				Muniraa Saifuddin	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118015
9789843411013	Aamaar Prio Poribaar				Muniraa Saifuddin	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118014
	Dui Paakhi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208392
	Laal Paakhi Neel Paakhi					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	308304
	Aadibaaseeder Peshaa					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	204503
9789849209690	Briddher Praarthonaa				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	 - None - 	Good	511017
9848494336	Chhotto Murgi Chhaanaa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428015
9789843406729	Fol O Sobji Chini				Muniraa Saifuddin	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118006
9789843406729	Fol O Sobji Chini				Muniraa Saifuddin	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118005
9841901065	Hojja O Chor					          						5.0000	F	8		Brac	4		N				 - None - 	 - None - 	New	408310
	Laal Paakhi Neel Paakhi					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	308302
	Mitur Shopno				Translated	          						10.0000	F	14		Brac	3		N				 - None - 	 - None - 	New	308401
	Lovee Birhaal					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208388
9841901049	Dekchir Bachcha					          						5.0000	F	8		Brac	4		N				 - None - 	 - None - 	New	408303
	Golper Asor-4					          						10.0000	F	20		Brac	4		N				 - None - 	 - None - 	 - None - 	408011
9843000007959	Saabaar Baagaan				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511020
9789849165309	Aamaar Priyo Bornomaalaa				Jugol Sorkaar	          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118032
	Porichoy				Monjur Kaader  Aamin	          						5.0000	F	8		Brac	4		N				 - None - 	 - None - 	New	405405
	Sojaru Chhaanaa					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208369
9848494311	Sobaai Mile Khelaa Kori				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428020
	Shaantir Ghor				Translation	          						10.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	308322
	Saataar Jaane Ke Ke					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208444
9789843413468	Eso Shobdo Shikhi				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118012
9789843413468	Eso Shobdo Shikhi				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118013
	Dui Paakhi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208391
9843000007911	Dui Baagichaar Golpo				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511018
	Baalir Niche Kiser Dim					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208383
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218002
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218003
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218004
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218007
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218005
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218001
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218008
9789848494004	Boloto Aaami Ke? Level-1 Book-1				Lorraine Li	          							F	16					Y			None	 - None - 	 - None - 	Good	218006
8943000005436	Allah Sobkichhu Srishti Korechhen				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511023
9843000005511	Ghumonto Guhaabaasi				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511025
9848494352	Chokleter Chaakaa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	5						 - None - 	General	New	528012
	Golper Asor-3					          						10.0000	F	27		Brac	4		N				 - None - 	 - None - 	 - None - 	408003
9843000005504	Allahr Saathe Musaa (A) er Kothaabaartaa				Saniyasnain Khan	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511031
	Golper Asor-2					          						10.0000	F	20		Brac	3		N				 - None - 	 - None - 	 - None - 	308002
	Aadibaaseeder Peshaa					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	204502
	Chhorhaay Chhorhaay				Rhymes	          						5.0000	F	6		Brac	2		N				 - None - 	 - None - 	New	208410
9843000005450	Dhaarmik Baekti O Taar Sontaaneraa				Saniyasnain Khan  	          							NF	24					Y			None	 - None - 	 - None - 	Good	511001
9843000005450	Dhaarmik Baekti O Taar Sontaaneraa				Saniyasnain Khan  	          							NF	24					Y			None	 - None - 	 - None - 	Good	511004
9843000005450	Dhaarmik Baekti O Taar Sontaaneraa				Saniyasnain Khan  	          							NF	24					Y			None	 - None - 	 - None - 	Good	511005
9841900157	Lotaa Paata				Aal Kamal Abdul Wahab	          						5.0000	F	20		Brac	2		N				 - None - 	 - None - 	New	208421
9841900157	Lotaa Paata				Aal Kamal Abdul Wahab	          						5.0000	F	20		Brac	2		N				 - None - 	 - None - 	New	208422
	Daarhkinaar Biye					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208375
984849420X	Ghorer Vetor Idur Level-4 Book-5				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318022
9848494081	Kothhay Aamaar Khelnaa Vaaluk? Level-2 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	 - None - 	Good	318008
9848494081	Kothhay Aamaar Khelnaa Vaaluk? Level-2 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	 - None - 	Good	318007
	Baalir Niche Kiser Dim					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208384
	Inchu					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208341
9848494328	Pushir Laal Boll				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428009
9848494191	Petuk Robot Level-4 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318019
	Laal Murgi				Jeeshan Rahman	          						10.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	308315
9789843407719	Eso 1 2 3  Chini				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118010
9789843407719	Eso 1 2 3  Chini				Saabrinaa Islaam	          						5.0000	F			Ignite Publications Limited	1		N				 - None - 	 - None - 	Good	118011
9789849244203	Saaraa Jokhon Chaand Gile Fello				Aleem Aziz	          						10.0000	F	14		IKRIMKRI BOOK STUDIO	5		N				 - None - 	Fiction	New	503025
	Laal Paakhi Neel Paakhi					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	308303
9848494183	Aami Ektaa Mojaar Sopno Dekhechhi Level-4 Book-3				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318016
9848494379	Mimir Jonmodin				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428018
9841901022	Bondhur Khoje				Tonimaa Afroj	          						10.0000	F	12		Brac	5		N				 - None - 	 - None - 	New	508324
9848494108	Aami Aar Baabaa Cake Baanaai Level-3 Book-1				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318027
9843000005375	Naamaaj Kivaabe Porte Hoy				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	6		N				 - None - 	Religious	Good	611003
	Sojaru Chhaanaa					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208370
	Golper Asor-4					          						10.0000	F	20		Brac	4		N				 - None - 	 - None - 	 - None - 	408012
	Golper Asor-3					          						10.0000	F	27		Brac	4		N				 - None - 	 - None - 	 - None - 	408002
9848494311	Sobaai Mile Khelaa Kori				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428021
9841900416	Kusum Koli				Dr. Joya Senguptaa	          						10.0000	F	24		Brac	5		N				 - None - 	 - None - 	New	508004
9841900416	Kusum Koli				Dr. Joya Senguptaa	          						10.0000	F	24		Brac	5		N				 - None - 	 - None - 	New	508001
9841900416	Kusum Koli				Dr. Joya Senguptaa	          						10.0000	F	24		Brac	5		N				 - None - 	 - None - 	New	508003
9841900416	Kusum Koli				Dr. Joya Senguptaa	          						10.0000	F	24		Brac	5		N				 - None - 	 - None - 	New	508002
9848494242	Kochhoper Golpo Level-5 Book-3				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318032
	Haas Aar Murgi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208382
9841900793	Podmodighir Mukta				Ronjon Haldar	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608002
9841900793	Podmodighir Mukta				Ronjon Haldar	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608001
9848494285	Tumi Ki Amaar Maa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428003
9848494242	Kochhoper Golpo Level-5 Book-3				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318031
9789849125181	Aamio Jaabo				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228029
9789849125181	Aamio Jaabo				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228030
9789849125228	Aamaar Saathe Porho				Niraapod Sorkaar	          						5.0000	F	16		Boi Porhi	1		N				 - None - 	 - None - 	Good	118029
9789849125228	Aamaar Saathe Porho				Niraapod Sorkaar	          						5.0000	F	16		Boi Porhi	1		N				 - None - 	 - None - 	Good	118030
	Motuk Berhaal Level-4 Book-1				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	2		Y			None	 - None - 	 - None - 	Good	218027
	Jeebon Baachaano				Animation 	          						10.0000	F	26		Brac	4		N				 - None - 	 - None - 	New	403407
9841901057	Hojjar Chhagol					          						5.0000	F	8		Brac	5		N				 - None - 	 - None - 	New	508303
9848494344	Uler Ball				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428005
9848494	Jhor Elo Level-3 Book-6				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318011
9841900971	Ghurhi Orhaanor Melaa				Litu Sakhawaat	          						10.0000	F	16		Brac	4		N				 - None - 	 - None - 	New	404001
9841900971	Ghurhi Orhaanor Melaa				Litu Sakhawaat	          						10.0000	F	16		Brac	4		N				 - None - 	 - None - 	New	404002
	Maamaa O Aami Haate Jaai					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208424
	Ek Minuter Moddhe					          						5.0000	F	8		Brac	3		N				 - None - 	 - None - 	New	308414
9841901049	Dekchir Bachcha					          						5.0000	F	8		Brac	4		N				 - None - 	 - None - 	New	408302
9789383202393	Hanuman					          						5.0000	NF				1		N				 - None - 	 - None - 	Good	111007
	Mitaar Peyaaraa Khaawaa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208438
9789849234197	Jirodhnee				Nikhil Chondro Daash	          						10.0000	F	16		IKRIMKRI BOOK STUDIO	4		N				 - None - 	 - None - 	New	468001
9789849113867	Nekrhe Baagh O Verhaar Paal				Polash Mondol	          						5.0000	F	16		Isop Kothamaalaa	5		N				 - None - 	 - None - 	New	503020
9848494250	Khudhaarto Haangor Level-5 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318035
	Haas Aar Murgi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208380
	Daarhkinaar Biye					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208378
	Laau Gorh Gorh Gaarhi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208348
9789849125112	Hese Khele Porhi				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228031
9789849125112	Hese Khele Porhi				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228032
98419002711	Paakhir Saathhi Fuler Saathhi					          						10.0000	F	28		Brac	6		N				 - None - 	 - None - 	New	608401
	Chhorhaay Chhorhaay				Rhymes	          						5.0000	F	6		Brac	2		N				 - None - 	 - None - 	New	208412
	Tusir Aamgaachh				Limiyaa Dewaan	          						10.0000	F	16		Brac	3		N				 - None - 	 - None - 	New	308015
	Chup! Golmaal Koro Naa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208441
9848494344	Uler Ball				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428006
9789849209638	Hojrot Ibraahim (A) Keevaabe Allahr Sondhaan Pelen				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	 - None - 	Good	511015
9843000005467	Fereshtaar Praarthonaa				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511026
984862502	Doitter Khidhe Peyechhe				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	3		N				 - None - 	General	Good	318040
	Aamaar Naam Pushi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208356
9848494328	Pushir Laal Boll				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428010
984849431x	Saahosee Khorgosh Chhaanaa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428008
	Laal Murgi				Jeeshan Rahman	          						10.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	308317
9789849165347	Bangladesher Maachh				Jugol Sorkaar	          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118028
	Prithhibeer Sobcheye Borho Pithaa				Limiyaa Dewaan	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308309
9789384119034	Saraswati					          						5.0000	NF				1		N				 - None - 	 - None - 	Good	111005
9789849209713	Paathor Soraano				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	 - None - 	Good	511013
9848494167	Motuk Berhaal Level-4 Book-1				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	2		N				 - None - 	General	Good	218029
9848494167	Motuk Berhaal Level-4 Book-1				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	2		N				 - None - 	General	Good	218030
9789849113775	Ongko Shekhaa					          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118001
9789849113775	Ongko Shekhaa					          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118002
9848494379	Mimir Jonmodin				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428017
9789849209706	Maataa Pitaar Proti Vaalobaasaa				Saniyasnain Khan	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	 - None - 	Good	511035
	Tusir Aamgaachh				Limiyaa Dewaan	          						10.0000	F	16		Brac	3		N				 - None - 	 - None - 	New	308016
9789849212812	Jhnaa Jhnaa Jhni Jhni				Dhruba Esh	          						5.0000	F	10		IKRIMKRI BOOK STUDIO	3		N				 - None - 	 - None - 	New	308411
	Dui Bon				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308019
	Dui Bon				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308023
9789849113904	Kaalo Aar Dholo				Polash Mondol	          						5.0000	F	16		Isop Kothamaalaa	5		N				 - None - 	 - None - 	New	503022
984849420X	Ghorer Vetor Idur Level-4 Book-5				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318024
9843000005351	Raajaar Jaadukoreraa				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511030
	Prithhibeer Sobcheye Borho Pithaa				Limiyaa Dewaan	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308310
	Aamaar Naam Pushi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208355
	Chhorhaay Chhorhaay				Rhymes	          						5.0000	F	6		Brac	2		N				 - None - 	 - None - 	New	208413
	Golper Asor-1					          						10.0000	F	16		Brac	2		N				 - None - 	 - None - 	 - None - 	208002
	Dui Bon				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308024
	Baalir Niche Kiser Dim					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208385
	Sojaru Chhaanaa					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208371
9848494311	Sobaai Mile Khelaa Kori				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428019
9843000005412	Nuher Noukaa				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511016
9789849165330	Bangladesher Fol				Jugol Sorkaar	          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118027
9843000006655	Dudh O Modhur Nodi				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511014
	Tusir Aamgaachh				Limiyaa Dewaan	          						10.0000	F	16		Brac	3		N				 - None - 	 - None - 	New	308012
9841900297	Kujoburhi Saatporee				Sayed Nojmul Aabdaal	          						10.0000	F	28		Brac	5		N				 - None - 	 - None - 	New	508311
9841900297	Kujoburhi Saatporee				Sayed Nojmul Aabdaal	          						10.0000	F	28		Brac	5		N				 - None - 	 - None - 	New	508310
9841900297	Kujoburhi Saatporee				Sayed Nojmul Aabdaal	          						10.0000	F	28		Brac	5		N				 - None - 	 - None - 	New	508309
9841900297	Kujoburhi Saatporee				Sayed Nojmul Aabdaal	          						10.0000	F	28		Brac	5		N				 - None - 	 - None - 	New	508312
9841900904	Haat timaa Tim				Rokonujjaamaan Khan	          						10.0000	F	22		Brac	3		N				 - None - 	 - None - 	New	304301
9841900904	Haat timaa Tim				Rokonujjaamaan Khan	          						10.0000	F	22		Brac	3		N				 - None - 	 - None - 	New	304303
9841900904	Haat timaa Tim				Rokonujjaamaan Khan	          						10.0000	F	22		Brac	3		N				 - None - 	 - None - 	New	304302
984849490X	Sobkhaane Ronger Khelaa Level-2 Book-5				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318010
9848494936	Aamaar Graamer Baari				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	Good	318043
9848494936	Aamaar Graamer Baari				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	Good	318044
	Aadibaaseeder Peshaa					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	204501
9843000005320	Lohaar Deyaal				Saniyasnain Khan	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511034
	Meenaa O Dushtu Chheleraa				Animation 	          						10.0000	F	26		Brac	3		N				 - None - 	 - None - 	New	303401
9789849165323	Bangladesher Ful				Jugol Sorkaar	          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118026
8943000005368	Mohaanobi (S) Ebong Ondho Lokti				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511010
	Aamaar Naam Pushi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208357
9841900165	Tuntunir Golpo				Upendrokishor Ray Chowdhury	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608304
9841900165	Tuntunir Golpo				Upendrokishor Ray Chowdhury	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608301
9841900165	Tuntunir Golpo				Upendrokishor Ray Chowdhury	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608303
9841900165	Tuntunir Golpo				Upendrokishor Ray Chowdhury	          						10.0000	F	24		Brac	6		N				 - None - 	 - None - 	New	608302
9848494242	Kochhoper Golpo Level-5 Book-3				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318033
9789849113911	Haatir Vitore Shiyaal				Upendrokishor Ray Chowdhury	          						5.0000	F	16		Paathshaalaa	6		N				 - None - 	 - None - 	New	603021
9789849165361	Aami Ekhon Gunte Paari					          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118024
9789849165361	Aami Ekhon Gunte Paari					          						5.0000	F			Children Books Centre	1		N				 - None - 	 - None - 	Good	118025
8943000005368	Mohaanobi (S) Ebong Ondho Lokti				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511009
	Chhotto Chhele Belaal				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308023
	Sojaru Chhaanaa					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208372
	Dui Paakhi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208394
9843000007140	Kaabaar Sthopoti				Saniyasnain Khan	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511032
9841901022	Bondhur Khoje				Tonimaa Afroj	          						10.0000	F	12		Brac	5		N				 - None - 	 - None - 	New	508322
	Chup! Golmaal Koro Naa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208439
9848494175	Doitto Onek Kaaj Kore Level-4 Book-2				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		Y			None	 - None - 	 - None - 	Good	318013
	Golper Asor-1					          						10.0000	F	16		Brac	2		N				 - None - 	 - None - 	 - None - 	208003
9848494191	Petuk Robot Level-4 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318021
	Lovee Birhaal					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208389
9843000005481	Saahosee Baalok				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511027
	Ek Minuter Moddhe					          						5.0000	F	8		Brac	3		N				 - None - 	 - None - 	New	308412
	Mitaar Peyaaraa Khaawaa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208436
	Golper Asor-2					          						10.0000	F	20		Brac	3		N				 - None - 	 - None - 	 - None - 	308001
9848494880	Aami Ki Daaktaar Dekhaate Paari?				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	3		N				 - None - 	General	Good	318046
	Chup! Golmaal Koro Naa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208440
9789849113874	Idur Raajaar Juddho				Polash Mondol	          						5.0000	F	16		Isop Kothamaalaa	4		N				 - None - 	 - None - 	New	463002
	Mitaar Peyaaraa Khaawaa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208437
	Aamaar Naam Pushi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208358
9789849125105	Aamaader Baarhi				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228023
9789849125105	Aamaader Baarhi				Nirapod Sorkaar	          						5.0000		12		Boi Porhi	2						 - None - 	 - None - 	New	228024
9789849113850	Baager Paalki Chorhaa				Upendrokishor Ray Chowdhury	          						5.0000	F	16		Paathshaalaa	6		N				 - None - 	 - None - 	New	603022
	Daadimaa O Aami				Farzana Ahmed	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208403
	Saataar Jaane Ke Ke					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208443
	Rubi O Saap					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208433
	Golper Asor-4					          						10.0000	F	20		Brac	4		N				 - None - 	 - None - 	 - None - 	408010
	Dui Bon				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308020
	Chhotto Chhele Belaal				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308022
9848494250	Khudhaarto Haangor Level-5 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318034
9789849113928	Baagh Sheyal O Gaadhaar Golpo				Jhuma Baroi	          						5.0000	F	16		Isop Kothamaalaa	5		N				 - None - 	 - None - 	New	503015
8943000006891	Maachher Golpo				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511012
9843000006174	Romjaan O Quraan				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511021
98419002711	Paakhir Saathhi Fuler Saathhi					          						10.0000	F	28		Brac	6		N				 - None - 	 - None - 	New	608402
	Rubi O Saap					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208434
	Fuler Haasi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208333
