ISBN	Title	Annotation	AR_Level	AR_Points	Author	Binding	Grade_Level	Illustrator	Interest_Level_Minimum	Interest_Level_Maximum	Lexile_0-1200	List_Price	Fiction_Nonfiction_F_NF	Page_Count	Publication_Date	Publisher	Reading_Level	Reading_Recovery_Level	Spanish_Y_N	Teachers_College	Word_Count	Guided_Reading_Level	Location	Genre	Condition	Unique_ID
	Inchu					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208343
	Shaantir Ghor				Translation	          						10.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	308323
9848494191	Petuk Robot Level-4 Book-4				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318018
9789849113935	Singho Idur O Tiktikir Golpo				Jhuma Baroi	          						5.0000	F	16		Isop Kothamaalaa	5		N				 - None - 	 - None - 	New	563001
	Haas Aar Murgi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208381
	Golper Asor-3					          						10.0000	F	27		Brac	4		N				 - None - 	 - None - 	 - None - 	408004
	Daadimaa O Aami				Farzana Ahmed	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208401
9848625011	Bolte Paaro Ki!				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	2		N				 - None - 	 - None - 	Good	218033
9848625011	Bolte Paaro Ki!				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	2		N				 - None - 	 - None - 	Good	218032
9848625011	Bolte Paaro Ki!				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	2		N				 - None - 	 - None - 	Good	218031
	Shishu Kishor Golpo Somaachaar 				Inji Mohammad Shorafot Ali Fokir	          						5.0000	F	99		Daarul Fukaaraa Foundation	6		N				 - None - 	General	Good	618001
984849490X	Sobkhaane Ronger Khelaa Level-2 Book-5				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited	3		N				 - None - 	General	Good	318009
	Inchu					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208344
98419010311	Mojaar Poraa				Sayed Nojmul Aabdaal	          						5.0000	F	8		Brac	5		N				 - None - 	 - None - 	New	505001
	Shiyaaler Kaathhaal Khaawaa					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208361
	Fuler Haasi					          						5.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	208334
9789849113898	Aangur Baagaane Sheyaal				Polash Mondol	          						5.0000	F	16		Isop Kothamaalaa	4		N				 - None - 	 - None - 	New	403033
	Chhelei Hote Hobe				Animation 	          						10.0000	F	30		Brac	4		N				 - None - 	 - None - 	New	403401
9848494352	Chokleter Chaakaa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	5						 - None - 	General	New	528011
	Shaantir Ghor				Translation	          						10.0000	F	8		Brac	2		N				 - None - 	 - None - 	New	308324
9848494285	Tumi Ki Amaar Maa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428001
9848494269	Khaabaar Aashaay Kumir Level-5 Book-5				Lorraine Li	          						5.0000	F	16		World's of Children's Books Limited			Y			None	 - None - 	 - None - 	Good	418002
9843000005337	Hojrot Ibraahim (A) Er Vromon				Saniyasnain Khan    	          						5.0000	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	Good	511028
	Golper Asor-2					          						10.0000	F	20		Brac	3		N				 - None - 	 - None - 	 - None - 	308004
9848494880	Aami Ki Daaktaar Dekhaate Paari?				Von Oi Chin	          						5.0000	F	12		World's of Children's Books Limited	3		N				 - None - 	General	Good	318045
9789383202386	Shiva					          						5.0000	NF				1		N				 - None - 	 - None - 	Good	111002
	Chup! Golmaal Koro Naa					          						5.0000	F	12		Brac	2		N				 - None - 	 - None - 	New	208442
	Tusir Aamgaachh				Limiyaa Dewaan	          						10.0000	F	16		Brac	3		N				 - None - 	 - None - 	New	308013
9789384119003	Durga					          						5.0000	NF				1		N				 - None - 	 - None - 	Good	111003
98419002711	Paakhir Saathhi Fuler Saathhi					          						10.0000	F	28		Brac	6		N				 - None - 	 - None - 	New	608403
	Dui Bon				Limiyaa Dewaan & Jeeshaan Rahman	          						10.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	308025
9848494285	Tumi Ki Amaar Maa				Saamsi Haasaan	          						5.0000		15		World of Children's Books Ltd 	4						 - None - 	General	New	428004
	Golper Asor-4					          						10.0000	F	20		Brac	4		N				 - None - 	 - None - 	 - None - 	408013
	Laau Gorh Gorh Gaarhi					          						5.0000	F	10		Brac	2		N				 - None - 	 - None - 	New	208351
	Porichoy				Monjur Kaader  Aamin	          						5.0000	F	16		Brac	4		N				 - None - 	 - None - 	New	405402
	Ek Minuter Moddhe					          						5.0000	F	16		Brac	3		N				 - None - 	 - None - 	New	308411
	Arobbo rojonir golpo				Tanveer Ahmed Sydney							5	F	12		Panjeeri									New	953001
9848626062	Maa Dekho				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353015
9848625054	Boi Porhi				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353016
9848625054	Boi Porhi				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353017
9848625046	Rhyno Gosol Kaure				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353018
9848625011	Bolte Paaro Ki!				Von Oi Chin							5	F	12		World's of Children's Books Limited	2		N				 - None - 	 - None - 	New	253019
9848625987	Aamaake Ki Dekhte Paachcho?				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353020
984862502	Doitter Khidhe Peyechhe				Von Oi Chin							5	F	12		World's of Children's Books Limited	3		N				 - None - 	 - None - 	New	353021
9848494880	Aami Ki Doctor Dekhaate Paari?				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353022
9848494960	Aamaar Notun Camera				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353023
9848494960	Aamaar Notun Camera				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353024
9848494928	Maayer Notun Fuldaani				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353025
9848494928	Maayer Notun Fuldaani				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353026
984849491X	Ekhon Khelar Somoy				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353027
9848494898	Graam Aamaar Khub Bhaalo Laage				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353028
9848494898	Graam Aamaar Khub Bhaalo Laage				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353029
9848494936	Aamaar Graamer Baarhi				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353030
9848494840006	Bhaaluk O Dui Bondhhu				Saamsi Hasan							10	F	16		World of Children's Books Ltd 	5		N				 - None - 	 - None - 	New	553031
9847000700131	Aulos Gaadhaa				Saamsi Hasan							10	F	16		World of Children's Books Ltd 	5		N				 - None - 	 - None - 	New	553032
9848625987	Aamaake Ki Dekhte Paachcho?				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353033
9848625995	Aamra Dujon Bondhhu				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353034
9848625038	Kaar Kaar Fota Aachhe?				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353035
9848494944	Daainir Jaadumontro				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353036
9848494901	Aamaar Ichchaa Kaure				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353037
9848494952	Khaurgosh Chhaanaa Berhaate Jaabe				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353038
9848494952	Khaurgosh Chhaanaa Berhaate Jaabe				Von Oi Chin							5	F	12		World of Children's Books Ltd 	3		N				 - None - 	 - None - 	New	353039
9789849250463	Hingsute Montree				Jahidul Islam							10	F	31		Panjeeri	6		N					History & Fairy tales		642301
9847003802399	Aanari Kumir				Felicity Everet							10	F	63		Panjeeri	5							Fairy tales		543001
9847003802016	Voot petneer golpo				Russel Panter							10	F	47		Panjeeri	5							Fairy tales		543002
9847003801118	Danober golpo				Christopher Russen							10	F	48		panjeeri	5							fairy tales		543003
9847003800850	Dotti Danor Golpo				Russel Panter							10	F	47		Panjeeri	5							fairy tales		543004
9843000007140	Kaabaar Sthopoti				Saniyasnain Khan	          						5	NF	24		Bangla Prokaash	5		N				 - None - 	Religious	New	501015
9843000005382	Aallaahr Uttom Bondhu				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N					Religious	New	501018
9843000005450	Dhaarmik Baekti O Taar Sontaaneraa				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		Y			None	- None -	Religious	New	501031
9843000005450	Dhaarmik Baekti O Taar Sontaaneraa				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		Y			None	- None -	Religious	New	501032
9843000000539	Ek Oloukik Ghotonaa				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501030
9843000006655	Dudh O Modhur Nodi				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501028
9843000006655	Dudh O Modhur Nodi				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501029
9843000005320	Lohaar Deyaal				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501027
9843000005375	Naamaaj Kivaabe Porte Hoy				Saniyasnain Khan							10	NF	24		Bangla Prokaash	6		N				- None -	Religious	New	601000
9843000005351	Raajaar Jaadukoreraa				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501023
9843000005504	Aallaahr Saathhe Musaa (Aa) er Kothaabaartaa				Saniyasnain Khan							10	NF	24		Bangla Prokaash	5		N				- None -	Religious	New	501021
